video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,video_error_or_removed
z7VBtM7clT4,17.18.11,Justice League Movie Cast Reveal Funniest Moments Together | MTV Movies,MTV International,24,2017-11-09T15:05:03.000Z,"mtv|""uk""|""official""|""justice league""|""dc""|""dc comics""|""super man""|""superman""|""batman""|""bat man""|""wonder woman""|""wonderwoman""|""aquaman""|""aqua man""|""cyborg""|""flash""|""the flash""|""gal gadot""|""ben affleck""|""ezra miller""|""ray fisher""|""jason momoa""|""henry cavill""|""justice league funniest moments""|""behind the scenes""|""justice league behind the scenes""|""new justice league movie""|""movies 2017""",145915,1754,47,214,FALSE,FALSE,FALSE
Ja_GMU7-sjs,17.18.11,Google Pixelbook: $1000 of Weird!,Marques Brownlee,28,2017-11-09T21:18:33.000Z,"Google Pixelbook|""Chromebook""|""Pixel""|""$1000""|""1000 dollar""|""1000""|""expensive chromebook""|""pixelbook review""|""pixelbook pen""|""chromebook pixel""|""chromebook""|""best chromebook""|""MKBHD""",1715094,55059,1612,6117,FALSE,FALSE,FALSE
g5c1bk8weaQ,17.18.11,FIRST TIME IM DOING THIS! TALKS WITH LIZA.,Liza Koshy,23,2017-11-10T03:43:43.000Z,"liza|""lizza""|""lizzza""|""lizzzavine""|""lizzzak""|""lizzzako""|""koshy""|""lizakoshy""|""wednesdays""|""top picks topics""|""conversations""|""boob talk""|""period talk""|""girl talk""|""talking to you""|""liza q and a""|""liza topics""|""liza koshy""|""liza koshy too""|""liza koshy characters""|""tea with liza""|""boobs""|""boob size""|""breast milk""|""having kids""|""when im having kids""|""liza pregnant""|""liza david pregnant""|""liza david kids""|""naming kids""|""kids names""|""comedy""|""improv""|""sketch""|""series""",4039889,329175,2732,12506,FALSE,FALSE,FALSE
E7ykb1geOoU,17.18.11,A Veteran speaks on Remembrance Day,Novara Media,25,2017-11-11T13:39:47.000Z,"media|""politics""|""current affairs""|""news""|""journalism""|""communism""|""socialism""|""anarchism""|""left""|""left wing""|""leftism""|""leftist""|""united kingdom""|""uk""|""britain""|""europe""|""crisis""|""finance""|""finances""",5881,329,27,85,FALSE,FALSE,FALSE
F62QpaPWXDI,17.18.11,THE CHEAPEST & BEST EYESHADOWS?,Jamie Genevieve,22,2017-11-09T18:18:59.000Z,"jamie genevieve|""bblogger""|""youtuber""|""makeup""|""tutorial""|""how to""|""vlog""|""makeup tutorial""|""bleach london""|""louder powder""|""bleach london eyeshadows""|""cheapest eyeshadows""",125601,5437,93,322,FALSE,FALSE,FALSE
QFfEtKvXMAs,17.18.11,Niall Horan - Too Much To Ask (Acoustic),NiallHoranVEVO,10,2017-11-10T17:00:05.000Z,"Niall Horan|""Niall""|""Horan""|""Too Much To Ask""|""Too Much Too Ask""|""To Much To Ask""|""To Much Too Ask""|""TMTA""|""Too Much To Ask Acoustic""|""Too Much Too Ask Acoustic""|""To Much To Ask Acoustic""|""To Much Too Ask Acoustic""|""TMTA Acoustic""|""Acoustic""|""Acoustic Video""",538841,56722,202,3077,FALSE,FALSE,FALSE
7fm7mll2qvg,17.18.11,Sigrid - Strangers (Lyric Video),SigridVEVO,10,2017-11-10T00:00:00.000Z,"Sigrid|""Strangers""|""Island""|""Records""|""Pop""",170798,6490,59,410,FALSE,FALSE,FALSE
44NYFvhXmW8,17.18.11,Thirty Seconds To Mars - Walk On Water (Official Music Video),ThirtySecondsToMarsVEVO,10,2017-11-08T13:00:00.000Z,"Thirty|""Seconds""|""To""|""Mars""|""Walk""|""On""|""Water""|""to""|""Mars/Interscope""|""Records""|""Alternative""|""Thirty Seconds To Mars""|""Thirty Seconds to Mars Ellen""|""30 seconds to mars ellen""|""mars ellen""|""ellen""|""Walk On Water""|""Thirty Seconds to Mars""|""30 seconds to mars walk on water""|""thirty seconds to mars walk on water""|""mars""|""mars walk on water""|""walk on water vid""|""30 sec to mars""|""30 secs to mars walk on water""|""walk on water video""|""official video""|""vid""",2841037,80775,3237,5106,FALSE,FALSE,FALSE
Y5MqpKlKiSM,17.18.11,Decluttering My Life ✨,Gabriella Lindley,24,2017-11-10T15:42:33.000Z,"weekly vlog|""daily vlog""|""gabbie lindley""|""gabby lindley""|""gabriella lindley""|""gabriella""|""vlogtober""|""vlogmas""|""november vlogs""",115913,5706,157,290,FALSE,FALSE,FALSE
cUtYh_ZUjqc,17.18.11,You Know You’re British When… | The December Issue | British Vogue,British Vogue,24,2017-11-10T00:00:02.000Z,"Vogue|""Vogue Video""|""British Vogue""|""Vogue Magazine""|""Fashion""|""Style""|""British Style""|""British Fashion""|""British""|""Behind The Scenes""|""edward enninful""|""sadiq khan""|""millie bobby brown""|""naomi campbell""|""adwoa aboah""|""christopher bailey""|""victoria beckham""|""gwendoline christie""|""journdan dunn""|""edward enninful vogue""|""sadiq khan vogue""|""naomi campbell vogue""|""millie bobby brown vogue""|""adwoa aboah vogue""|""victoria beckham vogue""|""gwendoline christie vogue""|""jourdan dunn vogue""|""vogue december issue""",81074,2042,216,348,FALSE,FALSE,FALSE
OGKchfcd-5w,17.18.11,Big Krit Freestyle With The L.A. Leakers - Freestyle #030,Power 106 Los Angeles,10,2017-11-11T03:53:25.000Z,"power 106 hip hop interviews performance rap los angeles celebrity news|""Hip Hop""|""Hip-Hop""|""West Coast""|""Rap""|""Music""",121702,5232,30,798,FALSE,FALSE,FALSE
6RyOsIseJbk,17.18.11,Reading #3,John Conforti,22,2017-11-05T20:43:48.000Z,"Rick Astley|""Never Gonna Give You Up""|""funny wedding""|""funny wedding reading""|""wedding reading""|""funny reading""",437201,5011,183,198,FALSE,FALSE,FALSE
qEEtzzi1EII,17.18.11,Birthdays - Simon's Cat | GUIDE TO,Simon's Cat,15,2017-11-09T13:34:58.000Z,"cartoon|""simons cat""|""simon's cat""|""simonscat""|""simon tofield""|""simon the cat""|""funny cats""|""cute cats""|""cat fails""|""family friendly""|""animated animals""|""animated cats""|""tofield""|""simon's katze""|""simon""|""cat""|""black and white""|""kitty""|""black and white cat""|""Кот Саймона""|""cat lovers""|""animal (film character)""|""fail""|""funny cat""|""cats""|""cute""|""kitten""|""kittens""|""pets""|""simons cats""|""Cat""|""Simon""|""Tofield""|""cartoons""|""Toons""|""Animated""|""Animation""|""Kitten""|""Funny""|""Humour""|""videos""|""Guide to Birthdays""|""Birthdays Simon's Cat""|""Cat Birthday""",535958,21056,300,989,FALSE,FALSE,FALSE
eHIY3HNNqzM,17.18.11,The Script - Arms Open (Acoustic) [Audio],TheScriptVEVO,10,2017-11-10T08:00:03.000Z,"the script|""the script new single""|""the script arms open""|""the script arms open acoustic""|""the script arms open acoustic version""|""rain""|""hall of fame""|""breakeven""|""superheroes""|""rain lyrics""|""for the first time""|""the man who can't be moved""|""if you could see me now""|""Arms Open (Acoustic)""|""Columbia""|""Pop""|""The Script""",210797,9561,118,349,FALSE,FALSE,FALSE
dwkNG9qeYIY,17.18.11,UK Bike Skills Autumn Ladder Riding,UK Bike Skills,22,2017-11-11T12:50:38.000Z,"mountain bike|""mtb""|""enduro""|""north shore""|""mountain bike coaching""|""riding""|""skinny""",5190,50,10,16,FALSE,FALSE,FALSE
rL4WkebTT_U,17.18.11,Where is TOKYO'S GREATEST View?,Abroad in Japan,24,2017-11-09T15:06:34.000Z,"tokyo|""japan""|""skytree""|""metropolitan""|""tower""|""japanese""|""observation""|""odaiba""",162796,9593,77,991,FALSE,FALSE,FALSE
iNsTzqwwioY,17.18.11,How Accurate Are Personality Tests and Horoscopes?,Life Noggin,27,2017-11-09T14:00:03.000Z,"life noggin|""life noggin youtube""|""youtube life noggin""|""life noggin channel""|""education""|""education channel""|""life noggin face reveal""|""edutainment""|""edutainment videos""|""blocko""|""blocko life noggin""|""science""|""technology""|""educational""|""school""|""personality test""|""introvert vs extrovert""|""type a personality""|""type b personality""|""Myers-Briggs Type Indicator""|""Myers Briggs Test""|""MBTI""|""zodiac sign""|""horoscope""|""Barnum Effect""|""introvert""|""extrovert""|""type a vs type b personality""|""C.G. Jung""|""psychology""",289800,11537,220,1632,FALSE,FALSE,FALSE
P4ohTV_28Oc,17.18.11,Taylor Swift Saturday Night Live Behind The Scenes,Tu Fan,24,2017-11-10T19:43:21.000Z,"Taylor swift|""snl""|""funny Taylor""|""saturday night life""|""teens""|""style""",59990,968,14,64,FALSE,FALSE,FALSE
N8U2EPiEbZo,17.18.11,A PRE WEDDING PAMPER | Lydia Elise Millen,Lydia Elise Millen,22,2017-11-09T21:18:34.000Z,"ASOS HAUL|""HAUL""|""LUXURY HAUL""|""DESIGNER HAUL""|""ASOS""|""NET A PORTER HAUL""|""HIGH END HAUL""|""LUXURY""|""FASHION""|""SHOE COLLECTION""|""HANDBAG COLLECTION""|""LYDIA ELISE MILLEN""|""ALI GORDON""|""WEDDING PLANNING""|""GETTING MARRIED""|""BRIDE TO BE""|""WEDDING PREP""|""INSTAGRAM COUPLE""|""COME TO THE SPA WITH ME""|""SPA TRIP""|""VLOGGER""|""VLOGMAS""|""VLOGMAS 2017""|""VLOGMAS 2016""|""DAILY VLOGGER""|""LIFESTYLE VLOG""|""COSEY VLOG""",194706,4149,308,350,FALSE,FALSE,FALSE
ssbOzbL1SJQ,17.18.11,JUSTICE LEAGUE Movie Clip Aquaman Island + Trailer NEW (2017) Batman Superman Superhero Movie HD,MovieAccessTrailers,24,2017-11-10T23:13:33.000Z,"justice league trailer|""justice league""|""trailer""|""2017""|""new""|""new trailer""|""official""|""official trailer""|""hd trailer""|""superman""|""batman""|""superhero""|""movie""|""film""|""hd""",239883,1952,100,448,FALSE,FALSE,FALSE
9GqL1DSQDL0,17.18.11,GET READY WITH ME + LILY! (we're so immature bye),makeupbymichaelfinch,26,2017-11-09T22:00:00.000Z,"Lily brown|""michael finch""|""makeupbymichaelfinch""|""candlestuck""|""makeup by michael finch""|""get ready with me lily brown""|""bindi""",377430,23687,758,1537,FALSE,FALSE,FALSE
gSW2l1z1lKw,17.18.11,THIS WASN'T SUPPOSED TO HAPPEN!! DIY FIREWORKS SHOW,SACCONEJOLYs,22,2017-11-09T18:00:02.000Z,"family|""mom""|""mommy""|""baby""|""children""|""kids""|""mother""|""father""|""dad""|""son""|""daughter""|""home""|""young family""|""sacconejolys""|""video dairy""|""real life""|""reality tv""|""london""|""jonathan""|""joly""|""anna""|""saccone""",119094,6265,246,355,FALSE,FALSE,FALSE
510KQ_LXGww,17.18.11,My Every Day Autumn Makeup | Zoella,Zoella,26,2017-11-08T18:24:16.000Z,"zoe sugg|""zoe""|""sugg""|""zoella""|""beauty""|""cosmetics""|""fashion""|""lifestyle""|""haul""|""collaboration""|""friends""|""funny""|""british""|""life""|""chatty""|""makeup""|""autumn""|""everyday""|""routine""|""berry""|""gold""|""2017""",1531183,90173,2940,1211,FALSE,FALSE,FALSE
9wg3v-01yKQ,17.18.11,Harry Styles - Kiwi,HarryStylesVEVO,10,2017-11-08T13:00:01.000Z,"Columbia|""Harry Styles""|""Kiwi""|""Pop""",11871575,861732,18102,60987,FALSE,FALSE,FALSE
nnrkPRApQg8,17.18.11,KUWTK | Khloe Tries to Help Kourtney & Scott Hash Out Their Drama | E!,E! Entertainment,24,2017-11-09T14:30:53.000Z,"Real Time|""Kim Kardashian""|""Kourtney Kardashian""|""Kanye West""|""Scott Disick""|""Keeping Up with the Kardashians""|""Kardashians""|""Kardashian""|""KUWTK""|""family""|""Kendall Jenner""|""Kylie Jenner""|""New Season""|""E! Entertainment Schedule""|""Celebrity""|""Celeb Gossip""|""Celeb News""|""E! News""|""E! News Now""|""Chelsea Handler""|""The Soup""|""Celebrity News""|""Celebrity Pictures""|""Gossip""|""Giuliana Rancic""|""Chelsea Lately""|""Comedians""|""Comedy""",673269,5637,205,462,FALSE,FALSE,FALSE
RYs08kX3Ih4,17.18.11,SECRETS REVEALED! HOW I LAY MY LACE WIGS! | AALIYAHJAY,MsAaliyahJay,26,2017-11-10T01:30:00.000Z,11/08/17,246772,15282,424,1128,FALSE,FALSE,FALSE
ZwIuff3270M,17.18.11,Corey Haim's Mom Talks to Dr. Oz,DoctorOz,26,2017-11-10T15:02:20.000Z,"Dr. Oz|""Dr. Mehmet Oz""|""The Dr. Oz Show""|""Corey Haim""|""Judy Haim""|""Charlie Sheen""",49077,50,12,97,FALSE,FALSE,FALSE
NcVxrr_q3Hw,17.18.11,George Durack | Remembrance Sunday | You Can't Forget,Official Jeremy Corbyn Channel,26,2017-11-12T07:37:46.000Z,[none],1566,89,12,40,FALSE,FALSE,FALSE
nrXlY6gzTTM,17.18.11,The Post | Official Trailer [HD] | 20th Century FOX,20th Century Fox,1,2017-11-08T05:31:00.000Z,"Trailer|""Steven Spielberg""|""ThePost""|""Meryl Streep""|""Tom Hanks""|""Alison Brie""|""Carrie Coon""|""David Cross""|""Bruce Greenwood""|""Tracy Letts""|""Bob Odenkirk""|""Sarah Paulson""|""Jesse Plemons""|""Matthew Rhys""|""Michael Stuhlbarg""|""Bradley Whitford""|""Zach Woods""|""Liz Hannah""|""Josh Singer""|""Spotlight""|""Spielberg""|""Spielberg Movie""|""Official Trailer""|""The Post""|""Nixon""|""Vietnam""|""60's""|""60's movie""|""historical drama""|""spotlight""",2886628,9250,1000,1416,FALSE,FALSE,FALSE
EYkEshCOhEU,17.18.11,The Ultimate Red Lip Look | Nicole Guerriero,Nicole Guerriero,22,2017-11-10T00:24:29.000Z,"nicole guerriero|""arriba liqud lipstick""|""colourpop cosmetics""|""classic glam""|""makeup tutorial""|""holiday glam""|""red lip makeup tutorial""|""how to wear a red lip""|""beauty vlogger""|""beauty guru""|""iluvsarahii""|""long lasting red lip""|""bulletproof makeup""|""long lasting makeup""",322337,16234,408,999,FALSE,FALSE,FALSE
q-WipZ9p0wk,17.18.11,Three meals that cost me $1.50 each,Brothers Green Eats,26,2017-11-09T14:00:08.000Z,"brothers green eats|""budget cooking""|""cooking for the price of coffee""|""banana pancakes""|""falafel""|""cabbage rolls""|""steamed cabbage rolls""|""homemade almond milk""|""oat flour""|""homemade""|""recipe""|""cooking""|""simple cooking""|""simple recipes""|""budget cooking recipes""|""budget recipes""|""apple compote""|""apple jam""|""pear compote""",84975,2111,84,212,FALSE,FALSE,FALSE
P4YJwy_T9pM,17.18.11,I Picked My Girlfriend's Outfit Blindfolded,Tyler Williams,22,2017-11-09T03:16:36.000Z,"i picked my girlfriend's outfit blindfolded|""blindfolded outfit shopping""|""blindfolded outfit challenge""|""blindfolded outfit""|""safiya and tyler""|""picking my girlfriends outfit""|""i picked my girlfriends outfit""|""boyfriend picks my outfit""|""shopping""|""couples""|""boyfriend and girlfriend""|""couples shopping""|""tyler and safiya""|""tyler williams""|""safiya nygaard""|""thrift store outfit""|""thrift store""|""thrifting""",933138,40107,250,1665,FALSE,FALSE,FALSE
A8ScwhLh7uo,17.18.11,Honest Trailers - Stranger Things,Screen Junkies,1,2017-11-07T18:00:01.000Z,"screenjunkies|""screen junkies""|""honest trailers""|""honest trailer""|""stranger things""|""netflix""|""halloween""|""stranger things kids""|""eleven stranger things""|""honest trailer stranger things""|""honest trailers stranger things""|""upside down""|""the upside down""|""stranger things barb""|""stranger things season 1""|""stranger things season 2""|""stranger things theory""|""stranger things plot""|""stranger things finn""",3349074,97177,2895,7524,FALSE,FALSE,FALSE
bxeHBBf21UY,17.18.11,Game Of Stairs (Enduro Edition) |SickSeries#31,Fabio Wibmer,17,2017-11-10T16:01:06.000Z,"Fabio Wibmer|""Fabio""|""Wibmer""|""fabwibmer""|""bike""|""mtb""|""mountainbiking""|""trial""|""Elias Schwärzler""|""sickseries""|""Enduro""|""City""|""Specialized""|""Stumpjumper""|""Stairs""|""Gaps""|""wheelie""|""stoppie""",340211,17737,160,959,FALSE,FALSE,FALSE
1cgK-BIrXes,17.18.11,#VeteransDay: Thank You for Everything,YouTube Spotlight,24,2017-11-10T15:07:13.000Z,"vets|""veterans day""|""veterans""|""youtube""|""veteransday""|""veterans day 2017""",880510,27270,2091,5285,FALSE,FALSE,FALSE
vd4zwINEcLY,17.18.11,Live in the now!,poofables,24,2011-03-27T04:31:25.000Z,"cash|""Wayne's""|""World""|""wayne""|""waynes""|""fender""|""strat""|""stratocaster""|""cassandra""",97772,910,52,188,FALSE,FALSE,FALSE
4FDpjKdlIxA,17.18.11,Waking Up with Sam Harris #103 - American Fantasies (with Kurt Andersen),Sam Harris,28,2017-11-09T23:05:42.000Z,[none],66273,943,244,1058,FALSE,FALSE,FALSE
3DflRo_Vids,17.18.11,"CÉLINE DION FT. STEVE AOKI - MY HEART WILL GO ON (OMNIA Nightclub) | Nov. 7, 2017",The Céline Café,24,2017-11-08T12:37:08.000Z,"celine dion|""celine""|""dion""|""celine dion las vegas""|""celine dion live""|""celine dion concert""|""the celine cafe""|""celine cafe""|""my heart will go on""|""celine dion music video""|""Celine dion november 7 2017""|""steve aoki""|""steve aoki my heart will go on""|""celine dion caesars palace""|""celine dion omnia""|""celine dion omnia nightclub""|""omnia nightclub""|""celine dion my heart will go on steve aoki""|""celine dion rare""|""celine dion exclusive""|""my heart will go on remix""|""celine dion las vegas victims fund""",407878,511,112,135,FALSE,FALSE,FALSE
CR9zYgr84QY,17.18.11,Chocolate Orange Autumn Cupcakes | Cupcake Jemma,CupcakeJemma,26,2017-11-09T18:30:01.000Z,"cupcakes|""cupcake""|""cup cake""|""cake""|""cakes""|""bake""|""bakes""|""baking""|""baker""|""crumbs and doilies""|""C&D""|""cupcake jemma""|""jemma wilson""|""gemma""|""wilson""|""chocolate""|""orange""|""chocorange""|""terry's""|""christmas""|""autumns""|""autumn""|""autumnal""|""oranges""|""baking with""|""recipe""|""for""|""how to make""|""making""|""chocolate leaves""|""sugarcraft""|""cupcake decorating""|""treacle""|""british""|""english""|""london""",137434,6129,57,265,FALSE,FALSE,FALSE
sF1l7v3XY6I,17.18.11,MY WARDROBE TOUR | Samantha Maria,Samantha Maria,26,2017-11-08T19:09:56.000Z,"samantha|""maria""|""sammi""|""my""|""wardrobe""|""tour""|""2018""|""closet""|""whats""|""in""|""look""",109494,5219,105,272,FALSE,FALSE,FALSE
YInRqgNMLBc,17.18.11,Craziest sitter miss ever Gintra Šiauliai - Barcelona with commentary | Champions League,Lietuvos Futbolo Rinktinės Archyvas,17,2017-11-08T18:56:43.000Z,"gintra|""barcelona""|""fc barcelona""|""siauliai""|""goal""|""football""|""funny""|""fail""|""sitter""|""gintra-universitetas""|""Club Femení Barcelona""|""lithuania""|""Lieke Martens""|""epic""",183619,303,10,64,FALSE,FALSE,FALSE
949vJMp0v40,17.18.11,Thunder Christmas Day Official Music Video - Single out December 1st,earMUSIC,10,2017-11-10T14:57:32.000Z,"earmusic|""live 2017""|""new album""|""music video""|""download""|""thunder""|""christmas day""|""rip it up""|""christmas""|""christmas song""|""danny bowes""",42305,399,63,33,FALSE,FALSE,FALSE
sECcOTO8Ij4,17.18.11,Sonic Forces: The New Chick - PART 1 - Game Grumps,GameGrumps,20,2017-11-07T22:00:01.000Z,"lets|""play""|""walkthrough""|""gameplay""|""egoraptor""|""danny""|""game""|""grumps""|""gamegrumps""|""funny""|""sonic""|""sonic the hedgehog""|""sonic 2017""|""sonic forces""|""sonic game grumps""|""sonic grumps""|""sonic forces grumps""|""sonic forces gameplay""|""sonic forces lets play""",1121888,38483,613,6735,FALSE,FALSE,FALSE
HNa_UWX51_s,17.18.11,Last Friday Night - Katy Perry ('40s Jazz Vibes Style Cover) ft. Olivia Kuper Harris,PostmodernJukebox,10,2017-11-09T18:46:37.000Z,"last friday night|""ella fitzgerald""|""jazz""|""swing""|""olivia kuper harris""|""katy perry""|""katie perry""|""cover""|""pmj""|""katy perry cover""|""last friday night cover""|""katy perry last friday night""|""last friday night katy perry""|""katy perry last friday night cover""|""last friday night katy perry cover""|""katy perry cover last friday night""|""last friday night cover katy perry""|""cover katy perry""|""cover last friday night""|""cover last friday night katy perry""|""olivia kuper harris cover""|""olivia kuper harris live""",301781,12006,353,527,FALSE,FALSE,FALSE
FUzs2oMEs8w,17.18.11,Virtual Self - Ghost Voices [Audio],Porter Robinson,10,2017-11-08T19:57:09.000Z,"virtual|""self""|""neotrance""|""house""|""trance""|""electronic""|""electro""|""porter robinson""|""virtual self""|""virtualself""|""electronic music""|""ghost""|""voices""|""ghost voices""|""ghostvoices""|""pathselector""|""technic""|""angel""|""technic_angel""|""technicangel""|""porter""|""robinson""|""electronicmusic""|""visualizer""|""lyric video""|""official audio""|""audio""|""2017""|""new porter robinson""|""porter robinson 2017""",242989,10607,141,1211,FALSE,FALSE,FALSE
1KVBFtSuCm0,17.18.11,WiPrint: 3D Printing Your Wireless Coverage,Justin Chan,24,2015-07-17T15:27:32.000Z,"Wireless (Industry)|""3D Printing (Invention)""",592406,426,59,46,FALSE,FALSE,FALSE
d8RW-WSpAhQ,17.18.11,Weed Killer Challenge: Vinegar 'Weed B Gone' vs HDX,markthomasbuilder,22,2014-06-28T13:12:35.000Z,"Mark|""Herbicide (Consumer Product)""|""Vinegar (Ingredient)""|""Weed (Literature Subject)""|""weed b gone""|""hdx""|""Glyphosate (Chemical Compound)""|""dawn""|""epsom salt""|""thomas""|""home""|""builder""|""challenge""|""posion ivy""|""roundup""|""outdoor""|""channel""|""show""|""outdoors""",410639,1861,132,275,FALSE,FALSE,FALSE
vHCvmZlC5jQ,17.18.11,Every Kevin Spacey Joke from Difficult People,Difficult Psycho,24,2017-11-01T21:45:08.000Z,"kevin spacey|""difficult people""|""julie klausner""|""billy eichner""",748307,0,0,0,TRUE,TRUE,FALSE
G1Ky9-OoWyo,17.18.11,EA's Responds to Star Wars Loot Box Rant! - [Angry Interview],AngryJoeShow,20,2017-11-08T06:45:00.000Z,"angryjoe|""angryjoeshow""|""ea""|""dice""|""angry rant""|""microtransactions""|""loot boxes""|""battlefront II""|""star wars""|""angry interview""|""preview""|""gameplay""|""changes""|""review""|""game review""",959511,37576,2323,14491,FALSE,FALSE,FALSE
wjy9Jgnjv6U,17.18.11,Neil and Blake Push A Fat Bike To Its Limits,Global Mountain Bike Network,17,2017-11-08T16:59:44.000Z,"GMBN|""Global Mountain Bike Network""|""mountain biking""|""mountain bike""|""Bicycle (Product Category)""|""MTB""|""fat bike""|""fattie""|""pushing a fat bike""|""limits""|""corner""|""cornering""|""rolling""|""pumping""|""jumps""|""tricks""|""downhill""|""roots""|""grip""|""can can""|""can-can""|""backflip""|""back flip""|""downhill MTB""|""XC MTB""|""mtb skills""|""mountain bike skills""|""bike""|""gmvn""|""neil donoghue""|""blake samson""|""sec-feature""|""scany15""|""scbpgmbn15""|""1k""|""1o""|""1s""|""1w""|""2b""|""ή""|""δ""|""υ""|""η""|""ι""|""π""|""φ""",157595,5843,42,554,FALSE,FALSE,FALSE
IOd0HGH6xKI,17.18.11,Alison Wonderland - Happy Place (Lyrics),Trap City,10,2017-11-09T05:00:01.000Z,"trap city|""trapcity""|""trap""|""city""|""trap music""|""future bass""|""edm""|""electronic music""|""electronic dance music""|""Alison Wonderland - Happy Place""|""alison wonderland""|""happy place""|""alison wonderland happy place""|""happy place alison wonderland""",267369,6749,392,316,FALSE,FALSE,FALSE
Fkwkn7vXpWI,17.18.11,How Are Waves Formed? - Earth Lab,BBC Earth Lab,24,2017-11-09T10:00:00.000Z,"Head Squeeze|""headsqueeze""|""science""|""BBC""|""Brit Lab""|""BRITLAB""|""earth lab""|""earthlab""|""bbc science""|""how are waved formed?""|""waves""|""where do waves come from?""|""tide""|""ocean""|""sea""|""bbc documentary""|""nature documentary""|""animal documentary""|""wave""|""physics""",30301,1142,37,110,FALSE,FALSE,FALSE
54Eae2ewc1c,17.18.11,Lorde - Bruce Springsteen 'I’m On Fire' cover/'400 Lux' mashup - 8Nov2017 Christchurch,Lorde_Fix [@Lorde_fix on twitter],10,2017-11-08T14:56:04.000Z,"lorde|""bruce springsteen""|""I'm on fire""|""Christchurch""|""Isaac Theatre Royal""|""springsteen""|""nz""|""New Zealand""|""Theatre Royal""|""Ella Yelich-O'Connor""|""Ray Suen""|""lordemusic""|""cover""|""400 Lux""|""Melodrama World Tour""|""Melodrama""|""Lorde""|""Ella""|""born in the USA""|""E Street Band""",68066,406,16,27,FALSE,FALSE,FALSE
z4bLKt9k5dk,17.18.11,Things Not To Say To Someone With Vitiligo,BBC Three,24,2017-11-07T12:00:04.000Z,"vitiligo|""things not to say""|""someone""|""people""|""skin""|""condition""|""treatment""|""make up""|""cure""|""before and after""|""bbc""|""three""|""comedy""|""awkward""|""comments""|""bbc3""|""bbc 3""|""bashir aziz""|""dean edwards""|""chef""|""model""",980280,22982,555,3432,FALSE,FALSE,FALSE
cpvoCLX8agc,17.18.11,Brazil 0-2 England (1984),cestrian81,17,2013-03-31T20:09:25.000Z,"Brazil|""England""|""June 1984""|""Football""|""Friendly""|""Maracana""|""John Barnes""|""Mark Hateley""|""Jim Rosenthal""|""Jimmy Greaves""|""Ian St John""|""Brian Moore""",34230,54,1,37,FALSE,FALSE,FALSE
mwpHSMv1pI4,17.18.11,Girlfriend Gives Me A Surprise Makeover!? | Hannah Hart,MyHarto,23,2017-11-09T01:27:53.000Z,"hannah|""hart""|""funny""|""hannah hart""|""harto""|""my drunk kitchen""|""buzzfeed""|""makeover""|""girlfriend""|""comedy""|""how to""|""buzzfeed ella""|""ella mielniczenko""|""relationships""|""buzzfeed video""|""ella""|""relationship""|""awkward""|""lgbt""|""buzzfeedvideo""|""violet""|""buzzfeed violet""|""couple""|""friends""|""love""|""dating""|""buzzfeedviolet""|""ashly perez""|""date""|""lesbian""|""dating advice""|""relationship advice""|""beauty""|""crush""|""couples""|""coming out""|""laugh""|""dating tips""|""boyfriend""|""dating coach""|""handcraft""",381720,15841,229,1164,FALSE,FALSE,FALSE
KdFRkillEfM,17.18.11,*INSANE* I SPENT THE NIGHT IN A SKI CENTRE!,Ryan Taylor,17,2017-11-07T20:41:29.000Z,"illegal|""police""|""insane""|""snow""|""snozone""|""ski slop""|""snowboard""|""bmx on snow""|""snow bmx""|""snowslope""|""ski""|""snowzone""|""milton keynes""|""insane snow""|""snow viral""|""viral snow video""|""clickbait""|""bmx riding on snow""|""crazy bmx riding""|""ryan taylor bmx""|""ally law""|""ally law challenge""|""challenge""|""overnight challenge""|""24h overnight challenge""|""skislope overnight challenge""",108287,4620,67,613,FALSE,FALSE,FALSE
E7q_wbbwGyU,17.18.11,Liam Payne - Bedroom Floor (Official Video),LiamPayneVEVO,10,2017-11-06T16:00:02.000Z,"Liam|""Payne""|""Bedroom""|""Floor""|""Capitol""|""Pop""",8539036,349243,10521,17673,FALSE,FALSE,FALSE
_wM_jY_rass,17.18.11,Bone on Labour HQ,Ross Kempsell,25,2017-11-06T16:12:58.000Z,[none],161472,1174,1174,0,TRUE,FALSE,FALSE
F6rBIWN8SsM,17.18.11,'I Asked God to Send Me a White Girl with a Big Booty',Divorce Court,23,2015-03-10T20:50:23.000Z,"Divorce Court|""divorce""|""marriage""|""Lynn Toler""|""lawyer""|""television show""|""reality tv""|""judge""|""Woman (Broadcast Genre)""|""Female (Literature Subject)""|""funny""|""2723""",192033,877,66,437,FALSE,FALSE,FALSE
4j-ED6tL85o,17.18.11,Chromeo - Juice (Official Video),Chromeo,10,2017-11-07T18:57:13.000Z,"chromeo|""chromeo juice""|""juice""|""head over heels""|""chromeo head over heels""|""chromeo new single""|""chromeo new song""|""chromeo new album""|""chromeo the juice""|""you got the juice""|""you've got the juice""|""chromeo juice official video""|""chromeo music video""|""juice music video""|""pressin ya""|""chromeo new music""|""chromeo you got the juice""|""chromeo you've got the juice""|""chromeo juice video""|""chromeo juice official""|""chromeo single""|""chromeo 2017 single""|""chromeo juice song""|""funklordz""",239466,7071,175,645,FALSE,FALSE,FALSE
